Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2052	397.160,165514
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2051	401.202,850589
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2050	405.050,961741
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2049	408.527,418934
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2048	411.495,566703
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2047	413.841,288707
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2046	415.437,045019
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2045	416.225,033926
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2044	416.195,496899
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2043	415.347,672179
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2042	413.755,276894
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2041	411.546,563503
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2040	406.975,721988
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2039	402.077,705660
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2038	397.029,948101
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2037	392.008,937283
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2036	387.139,425117
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2035	382.446,676136
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2034	377.905,803580
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2033	373.453,318989
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2032	368.970,631583
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2031	364.331,852454
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2030	359.431,493663
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2029	354.217,136219
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2028	348.757,704375
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2027	343.291,456928
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2026	339.819,532081
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2025	338.614,912930
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	2 años	2024	350.541,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2074	409.816,898678
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2073	407.070,143213
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2072	404.155,681771
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2071	401.109,719591
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2070	397.980,218475
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2069	394.821,497722
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2068	391.704,227754
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2067	388.712,158826
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2066	385.940,889542
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2065	383.494,438938
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2064	381.485,751724
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2063	380.033,933066
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2062	379.241,016058
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2061	379.158,981885
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2060	379.807,886346
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2059	381.193,416868
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2058	383.279,940099
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2057	386.005,143050
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2056	389.268,961821
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2055	392.932,732551
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2054	396.860,211389
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2053	400.912,924198
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2052	404.936,633702
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2051	408.768,193560
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2050	412.231,598847
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2049	415.190,695913
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2048	417.531,503887
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2047	419.126,568124
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2046	419.917,597442
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2045	419.894,023801
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2044	419.054,503798
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2043	417.472,048916
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2042	415.274,679174
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2041	410.729,664492
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2040	405.861,458408
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2039	400.851,214809
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2038	395.881,285051
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2037	391.084,543094
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2036	386.496,695068
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2035	382.104,923568
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2034	377.858,697576
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2033	373.652,178682
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2032	369.369,764214
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2031	364.911,189766
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2030	360.220,362728
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2029	355.348,506208
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2028	350.495,856008
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2027	347.652,535274
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2026	347.021,443603
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2025	358.754,155427
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	3 años	2024	356.878,000000
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2074	410.714,442397
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2073	407.821,448607
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2072	404.801,351419
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2071	401.699,277360
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2070	398.567,821539
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2069	395.476,634209
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2068	392.509,038809
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2067	389.760,289089
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2066	387.334,221443
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2065	385.343,381881
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2064	383.906,216186
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2063	383.124,004034
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2062	383.048,303960
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2061	383.698,857449
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2060	385.080,968120
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2059	387.159,173532
Tipo de dato	Proyección a largo plazo	Sexo	Total	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	4 años	2058	389.871,441829
