id,age,job,marital,education,producto,is_in_default,balance
442,35.0,admin.,married,secondary,hipoteca__deposit,0.0,-203
443,35.0,entrepreneur,married,secondary,credito_deposit,0.0,2436
444,38.0,technician,married,secondary,hipoteca__deposit,0.0,976
445,34.0,entrepreneur,married,tertiary,hipoteca__deposit,0.0,146
446,50.0,technician,married,secondary,credito_deposit,0.0,156
447,43.0,admin.,married,tertiary,hipoteca__deposit,0.0,189
448,44.0,admin.,divorced,secondary,hipoteca__deposit,0.0,163
449,51.0,services,divorced,secondary,credito_deposit,0.0,242
450,31.0,technician,married,secondary,hipoteca__deposit,0.0,1173
451,39.0,technician,married,tertiary,hipoteca__deposit,0.0,0
452,59.0,management,married,tertiary,credito_deposit,0.0,296
453,25.0,services,single,secondary,credito_deposit,0.0,333
454,58.0,management,married,tertiary,hipoteca__deposit,0.0,3864
455,30.0,entrepreneur,married,primary,hipoteca__deposit,0.0,2686
456,34.0,blue-collar,single,primary,hipoteca__deposit,0.0,-109
457,51.0,services,divorced,secondary,credito_deposit,0.0,65
458,60.0,retired,married,secondary,deposit,0.0,597
459,51.0,entrepreneur,married,secondary,credito_deposit,0.0,-799
460,37.0,management,divorced,tertiary,deposit,0.0,1775
461,30.0,blue-collar,single,primary,deposit,0.0,0
462,46.0,entrepreneur,divorced,secondary,credito_deposit,0.0,-563
463,29.0,student,single,tertiary,deposit,0.0,5
464,27.0,entrepreneur,married,tertiary,deposit,0.0,139
465,28.0,management,single,tertiary,hipoteca__deposit,0.0,0
466,34.0,blue-collar,single,secondary,hipoteca__deposit,0.0,855
467,29.0,blue-collar,single,unknown,hipoteca_credito_deposit,0.0,694
468,27.0,management,single,tertiary,hipoteca__deposit,0.0,151
469,26.0,technician,single,secondary,deposit,0.0,354
470,36.0,management,married,tertiary,hipoteca__deposit,0.0,673
471,44.0,blue-collar,married,primary,hipoteca__deposit,0.0,1265
472,39.0,blue-collar,married,tertiary,deposit,0.0,597
473,30.0,technician,married,secondary,hipoteca_credito_deposit,0.0,-393
474,31.0,unemployed,divorced,tertiary,hipoteca__deposit,0.0,256
475,56.0,blue-collar,married,primary,hipoteca__deposit,0.0,0
476,29.0,blue-collar,married,secondary,hipoteca__deposit,0.0,2870
477,43.0,blue-collar,married,secondary,credito_deposit,0.0,184
478,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1905
479,30.0,admin.,single,secondary,deposit,0.0,-36
480,40.0,blue-collar,married,secondary,hipoteca_credito_deposit,0.0,-839
481,42.0,services,married,secondary,hipoteca_credito_deposit,0.0,3465
482,27.0,student,married,secondary,hipoteca__deposit,0.0,119
483,35.0,management,married,tertiary,credito_deposit,0.0,36
484,35.0,housemaid,married,primary,hipoteca__deposit,0.0,113
485,32.0,blue-collar,single,secondary,hipoteca__deposit,0.0,118
486,39.0,technician,married,secondary,hipoteca__deposit,0.0,251
487,31.0,blue-collar,divorced,secondary,hipoteca__deposit,0.0,-277
488,26.0,services,single,secondary,credito_deposit,0.0,-189
489,42.0,management,married,tertiary,hipoteca__deposit,0.0,4
490,27.0,services,single,secondary,hipoteca__deposit,0.0,1820
491,33.0,self-employed,divorced,secondary,hipoteca__deposit,0.0,1904
492,51.0,blue-collar,married,primary,hipoteca__deposit,0.0,201
493,33.0,admin.,married,secondary,hipoteca__deposit,0.0,0
494,30.0,technician,single,tertiary,deposit,0.0,178
495,52.0,housemaid,married,primary,hipoteca__deposit,0.0,3798
496,42.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,301
497,31.0,management,divorced,tertiary,hipoteca__deposit,0.0,294
498,27.0,services,married,secondary,hipoteca__deposit,0.0,0
499,44.0,blue-collar,single,secondary,credito_deposit,0.0,292
500,40.0,entrepreneur,divorced,secondary,hipoteca__deposit,0.0,2998
501,46.0,housemaid,divorced,primary,hipoteca__deposit,0.0,2084
502,32.0,services,divorced,secondary,hipoteca__deposit,0.0,454
503,56.0,technician,divorced,secondary,deposit,0.0,179
504,33.0,blue-collar,married,secondary,hipoteca__deposit,0.0,661
505,33.0,blue-collar,married,secondary,hipoteca__deposit,0.0,89
506,32.0,self-employed,married,primary,hipoteca__deposit,0.0,102
507,41.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,138
508,31.0,admin.,single,secondary,deposit,0.0,622
509,30.0,admin.,divorced,secondary,hipoteca__deposit,0.0,10
510,34.0,admin.,divorced,secondary,deposit,0.0,-251
511,43.0,entrepreneur,married,secondary,hipoteca__deposit,0.0,104
512,28.0,blue-collar,married,secondary,deposit,0.0,173
513,32.0,admin.,divorced,secondary,credito_deposit,0.0,-46
514,31.0,blue-collar,divorced,secondary,hipoteca_credito_deposit,0.0,0
515,35.0,entrepreneur,single,tertiary,hipoteca__deposit,0.0,145
516,31.0,management,married,tertiary,hipoteca__deposit,0.0,325
517,25.0,services,single,secondary,credito_deposit,0.0,2311
518,56.0,retired,divorced,tertiary,credito_deposit,0.0,158
519,47.0,technician,married,secondary,hipoteca__deposit,0.0,1981
520,39.0,management,married,tertiary,hipoteca__deposit,0.0,1423
521,51.0,management,married,tertiary,hipoteca__deposit,0.0,2455
522,54.0,technician,divorced,secondary,credito_deposit,0.0,859
523,58.0,retired,married,unknown,deposit,0.0,9004
524,42.0,unemployed,married,unknown,hipoteca__deposit,0.0,970
525,56.0,services,married,primary,credito_deposit,0.0,486
526,55.0,housemaid,married,secondary,hipoteca__deposit,0.0,127
527,26.0,blue-collar,single,primary,hipoteca__deposit,0.0,409
528,40.0,admin.,single,secondary,deposit,0.0,664
529,26.0,technician,single,secondary,credito_deposit,0.0,223
530,35.0,management,single,tertiary,credito_deposit,0.0,-324
531,34.0,services,single,secondary,deposit,0.0,-30
532,41.0,management,single,tertiary,deposit,0.0,1253
533,44.0,management,married,primary,hipoteca__deposit,0.0,4758
534,33.0,management,single,tertiary,hipoteca__deposit,0.0,30
535,36.0,management,divorced,tertiary,credito_deposit,0.0,81
536,38.0,technician,married,secondary,hipoteca__deposit,0.0,0
537,35.0,technician,married,tertiary,hipoteca__deposit,0.0,328
538,41.0,technician,single,tertiary,deposit,0.0,145
539,41.0,management,divorced,unknown,hipoteca__deposit,0.0,465
540,28.0,blue-collar,married,secondary,hipoteca__deposit,0.0,751
541,26.0,services,married,secondary,hipoteca_credito_deposit,0.0,-379
542,39.0,blue-collar,single,secondary,deposit,0.0,0
543,25.0,admin.,married,unknown,hipoteca__deposit,0.0,349
544,37.0,admin.,married,secondary,hipoteca__deposit,0.0,1110
545,25.0,management,married,secondary,hipoteca__deposit,0.0,2228
546,46.0,management,divorced,tertiary,hipoteca__deposit,0.0,2166
547,25.0,blue-collar,single,secondary,hipoteca__deposit,0.0,-247
548,28.0,technician,single,tertiary,credito_deposit,0.0,-123
549,33.0,services,divorced,secondary,credito_deposit,0.0,44
550,32.0,management,single,secondary,hipoteca_credito_deposit,0.0,131
551,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,476
552,47.0,technician,single,secondary,hipoteca__deposit,0.0,1101
553,50.0,entrepreneur,married,tertiary,hipoteca__deposit,0.0,-168
554,27.0,technician,married,secondary,hipoteca__deposit,0.0,-392
555,45.0,admin.,married,secondary,hipoteca__deposit,0.0,524
556,51.0,admin.,single,secondary,deposit,0.0,895
557,36.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,212
558,51.0,self-employed,married,secondary,hipoteca__deposit,0.0,95
559,33.0,services,single,tertiary,hipoteca__deposit,0.0,395
560,59.0,technician,married,secondary,hipoteca_credito_deposit,0.0,135
561,38.0,entrepreneur,married,tertiary,deposit,0.0,0
562,40.0,services,married,secondary,hipoteca__deposit,0.0,471
563,51.0,blue-collar,married,primary,hipoteca__deposit,0.0,603
564,41.0,entrepreneur,single,secondary,deposit,0.0,663
565,38.0,entrepreneur,married,secondary,hipoteca_credito_deposit,0.0,593
566,31.0,management,married,tertiary,hipoteca_credito_deposit,0.0,1224
567,28.0,admin.,single,secondary,hipoteca__deposit,0.0,2
568,41.0,blue-collar,married,secondary,credito_deposit,1.0,720
569,33.0,management,divorced,tertiary,hipoteca__deposit,0.0,990
570,25.0,student,single,secondary,hipoteca__deposit,0.0,1747
571,45.0,admin.,divorced,secondary,hipoteca__deposit,0.0,59
572,31.0,blue-collar,married,primary,hipoteca__deposit,0.0,33
573,28.0,services,single,secondary,hipoteca__deposit,0.0,340
574,49.0,technician,divorced,secondary,deposit,0.0,305
575,25.0,services,married,secondary,hipoteca__deposit,0.0,0
576,28.0,unemployed,single,tertiary,hipoteca__deposit,0.0,497
577,54.0,retired,married,secondary,deposit,0.0,1371
578,28.0,technician,single,tertiary,hipoteca__deposit,0.0,1628
579,27.0,technician,single,tertiary,hipoteca_credito_deposit,0.0,372
580,49.0,blue-collar,single,primary,hipoteca__deposit,0.0,566
581,53.0,blue-collar,married,primary,hipoteca__deposit,0.0,343
582,26.0,technician,single,secondary,credito_deposit,0.0,941
583,37.0,services,married,secondary,credito_deposit,0.0,775
584,34.0,blue-collar,single,secondary,credito_deposit,0.0,1759
585,51.0,retired,married,primary,deposit,0.0,1495
586,39.0,housemaid,married,secondary,deposit,0.0,1444
587,35.0,technician,single,tertiary,hipoteca__deposit,0.0,470
588,51.0,unemployed,married,primary,hipoteca__deposit,0.0,1162
589,30.0,management,single,tertiary,hipoteca_credito_deposit,0.0,2
590,42.0,blue-collar,single,primary,hipoteca__deposit,0.0,1628
591,54.0,management,married,secondary,hipoteca__deposit,0.0,1134
592,51.0,blue-collar,married,primary,hipoteca_credito_deposit,0.0,0
593,57.0,retired,divorced,primary,credito_deposit,0.0,63
594,30.0,management,married,tertiary,hipoteca__deposit,0.0,1221
595,37.0,blue-collar,single,secondary,credito_deposit,0.0,5024
596,39.0,technician,married,secondary,hipoteca__deposit,0.0,10685
597,35.0,technician,married,tertiary,deposit,0.0,1629
598,48.0,management,married,secondary,hipoteca__deposit,0.0,268
599,31.0,management,married,tertiary,hipoteca_credito_deposit,0.0,0
600,35.0,self-employed,married,secondary,hipoteca__deposit,0.0,5613
601,48.0,housemaid,married,secondary,credito_deposit,0.0,513
602,53.0,housemaid,married,primary,deposit,0.0,362
603,27.0,technician,single,secondary,deposit,0.0,3933
604,55.0,technician,married,secondary,hipoteca__deposit,0.0,3899
605,40.0,services,married,secondary,hipoteca__deposit,0.0,473
606,40.0,self-employed,single,tertiary,deposit,0.0,1616
607,38.0,blue-collar,divorced,secondary,hipoteca__deposit,0.0,1817
608,54.0,retired,single,secondary,credito_deposit,0.0,129
609,54.0,technician,married,secondary,credito_deposit,0.0,1938
610,50.0,admin.,single,secondary,deposit,0.0,133
611,48.0,management,divorced,tertiary,deposit,0.0,2263
612,41.0,services,married,unknown,deposit,0.0,1538
613,51.0,blue-collar,divorced,primary,deposit,0.0,5
614,42.0,technician,single,tertiary,deposit,0.0,2625
615,58.0,retired,divorced,secondary,hipoteca__deposit,0.0,1080
616,47.0,unemployed,married,secondary,deposit,0.0,312
617,58.0,admin.,married,secondary,hipoteca__deposit,0.0,145
618,41.0,blue-collar,married,secondary,credito_deposit,0.0,-190
619,50.0,admin.,married,secondary,deposit,0.0,2678
620,46.0,housemaid,married,secondary,hipoteca__deposit,0.0,271
621,44.0,blue-collar,married,secondary,deposit,0.0,0
622,36.0,services,married,secondary,deposit,0.0,0
623,58.0,management,divorced,secondary,deposit,0.0,3161
624,44.0,unemployed,single,primary,credito_deposit,1.0,-4
625,49.0,entrepreneur,divorced,unknown,hipoteca__deposit,1.0,-701
626,55.0,management,married,tertiary,deposit,0.0,-375
627,52.0,unemployed,married,primary,deposit,0.0,959
628,60.0,retired,divorced,secondary,deposit,0.0,1091
629,41.0,services,married,unknown,credito_deposit,1.0,-1
630,36.0,management,married,tertiary,deposit,0.0,96
631,41.0,blue-collar,divorced,primary,deposit,0.0,0
632,50.0,entrepreneur,married,tertiary,deposit,0.0,230
633,44.0,housemaid,married,primary,credito_deposit,0.0,-156
634,54.0,technician,married,secondary,deposit,0.0,114
635,35.0,management,married,tertiary,hipoteca__deposit,0.0,-468
636,59.0,retired,divorced,secondary,deposit,0.0,679
637,42.0,entrepreneur,married,unknown,hipoteca__deposit,0.0,206
638,27.0,management,single,tertiary,hipoteca__deposit,0.0,1
639,59.0,housemaid,divorced,primary,deposit,0.0,2518
640,43.0,admin.,married,secondary,deposit,0.0,378
641,39.0,technician,single,secondary,credito_deposit,0.0,391
642,33.0,unemployed,married,secondary,deposit,0.0,-144
643,36.0,self-employed,single,tertiary,deposit,0.0,1240
644,35.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,1792
645,50.0,blue-collar,married,unknown,hipoteca__deposit,0.0,2284
646,55.0,technician,married,secondary,hipoteca_credito_deposit,0.0,264
647,51.0,unemployed,divorced,tertiary,deposit,0.0,0
648,48.0,entrepreneur,married,tertiary,deposit,1.0,-392
649,55.0,housemaid,divorced,primary,deposit,0.0,77
650,30.0,services,married,secondary,hipoteca__deposit,0.0,48
651,53.0,blue-collar,married,primary,deposit,0.0,252
652,40.0,blue-collar,married,secondary,deposit,0.0,1954
653,44.0,technician,married,primary,credito_deposit,0.0,755
654,49.0,management,divorced,tertiary,deposit,0.0,755
655,40.0,admin.,married,secondary,deposit,0.0,341
656,58.0,unemployed,married,primary,deposit,0.0,1183
657,49.0,services,married,secondary,deposit,0.0,388
658,38.0,technician,married,secondary,deposit,0.0,1919
659,51.0,housemaid,divorced,tertiary,deposit,0.0,1613
660,36.0,management,divorced,tertiary,deposit,0.0,0
661,55.0,retired,married,secondary,deposit,0.0,0
662,43.0,technician,married,tertiary,deposit,0.0,0
663,60.0,management,divorced,secondary,deposit,0.0,0
664,57.0,retired,married,secondary,deposit,0.0,466
665,41.0,technician,married,tertiary,deposit,0.0,515
666,50.0,technician,married,tertiary,deposit,0.0,2313
667,53.0,blue-collar,married,secondary,deposit,0.0,-8
668,59.0,retired,married,primary,hipoteca_credito_deposit,0.0,1634
669,59.0,housemaid,married,primary,deposit,0.0,100
670,52.0,unknown,married,unknown,deposit,0.0,5361
671,58.0,management,divorced,tertiary,deposit,0.0,1257
672,59.0,retired,married,primary,hipoteca__deposit,0.0,3400
673,49.0,technician,single,secondary,deposit,0.0,1377
674,33.0,management,divorced,tertiary,deposit,0.0,2885
675,55.0,blue-collar,married,primary,deposit,0.0,512
676,42.0,technician,married,tertiary,deposit,0.0,921
677,52.0,services,married,secondary,deposit,0.0,1000
678,38.0,technician,married,tertiary,deposit,0.0,202
679,55.0,technician,married,tertiary,credito_deposit,0.0,169
680,49.0,technician,married,tertiary,deposit,0.0,3726
681,56.0,technician,divorced,secondary,hipoteca__deposit,0.0,146
682,46.0,technician,married,secondary,deposit,0.0,940
683,57.0,retired,divorced,tertiary,deposit,0.0,734
684,61.0,retired,married,secondary,deposit,0.0,77
685,45.0,admin.,married,secondary,deposit,0.0,925
686,39.0,management,married,tertiary,deposit,0.0,1836
687,46.0,admin.,married,secondary,deposit,0.0,660
688,43.0,management,single,tertiary,deposit,0.0,1304
689,34.0,services,married,secondary,deposit,0.0,2956
690,35.0,management,divorced,tertiary,deposit,0.0,146
691,36.0,management,divorced,tertiary,deposit,1.0,36
692,45.0,management,divorced,tertiary,deposit,0.0,1
693,47.0,technician,married,secondary,deposit,0.0,2480
694,42.0,technician,married,tertiary,hipoteca__deposit,0.0,14282
695,40.0,management,single,tertiary,deposit,0.0,0
696,40.0,technician,divorced,secondary,deposit,0.0,311
697,32.0,technician,married,secondary,deposit,0.0,560
698,33.0,technician,single,secondary,credito_deposit,0.0,3059
699,32.0,self-employed,married,tertiary,deposit,0.0,1423
700,46.0,blue-collar,married,primary,deposit,0.0,874
701,50.0,admin.,married,secondary,hipoteca__deposit,0.0,706
702,51.0,blue-collar,married,primary,deposit,0.0,7098
703,30.0,management,single,tertiary,deposit,0.0,5389
704,39.0,technician,single,secondary,deposit,0.0,1104
705,47.0,admin.,married,secondary,deposit,0.0,3070
706,40.0,technician,divorced,secondary,deposit,0.0,0
707,50.0,blue-collar,married,primary,hipoteca__deposit,0.0,4108
708,60.0,management,married,tertiary,deposit,0.0,0
709,32.0,management,single,tertiary,deposit,0.0,4291
710,57.0,technician,married,tertiary,deposit,0.0,6822
711,41.0,self-employed,married,tertiary,deposit,0.0,231
712,50.0,technician,married,secondary,deposit,0.0,3176
713,46.0,technician,divorced,secondary,hipoteca__deposit,0.0,-824
714,31.0,management,married,tertiary,deposit,0.0,676
715,36.0,technician,single,secondary,deposit,0.0,651
716,45.0,technician,divorced,secondary,deposit,0.0,2657
717,33.0,technician,divorced,secondary,deposit,0.0,801
718,47.0,services,married,secondary,credito_deposit,0.0,405
719,35.0,management,married,tertiary,deposit,0.0,82
720,38.0,management,married,tertiary,deposit,0.0,179
721,33.0,management,married,tertiary,deposit,0.0,1047
722,44.0,technician,single,secondary,deposit,0.0,7138
723,31.0,management,single,tertiary,credito_deposit,0.0,165
724,31.0,management,single,tertiary,deposit,0.0,37
725,49.0,services,married,secondary,deposit,0.0,823
726,52.0,services,married,primary,deposit,0.0,1625
727,31.0,technician,married,tertiary,deposit,0.0,120
728,35.0,management,married,tertiary,hipoteca_credito_deposit,0.0,2957
729,31.0,management,single,tertiary,deposit,0.0,2
730,36.0,technician,divorced,secondary,deposit,0.0,1
731,39.0,management,married,tertiary,deposit,0.0,1795
732,46.0,management,married,tertiary,deposit,0.0,4
733,48.0,blue-collar,married,primary,deposit,0.0,476
734,36.0,management,married,tertiary,deposit,0.0,9
735,30.0,management,married,tertiary,hipoteca__deposit,0.0,131
736,33.0,management,single,tertiary,deposit,0.0,1120
737,57.0,housemaid,married,primary,deposit,0.0,2785
738,33.0,management,single,tertiary,deposit,0.0,0
739,35.0,management,married,tertiary,deposit,0.0,43
740,53.0,management,married,tertiary,deposit,0.0,0
741,41.0,management,married,secondary,hipoteca__deposit,0.0,456
742,32.0,management,single,secondary,deposit,0.0,2018
743,41.0,management,married,tertiary,deposit,0.0,0
744,35.0,technician,single,secondary,deposit,0.0,354
745,48.0,blue-collar,married,primary,credito_deposit,0.0,719
746,34.0,management,married,tertiary,credito_deposit,0.0,828
747,47.0,blue-collar,married,secondary,deposit,0.0,2787
748,46.0,unemployed,married,secondary,deposit,0.0,2551
