"age";"job";"marital";"education";"balance";"housing";"deposit"
25;"blue-collar";"single";"secondary";-247;"yes";"yes"
28;"technician";"single";"tertiary";-123;"no";"yes"
33;"services";"divorced";"secondary";44;"no";"yes"
32;"management";"single";"secondary";131;"yes";"yes"
32;"blue-collar";"married";"secondary";476;"yes";"yes"
47;"technician";"single";"secondary";1101;"yes";"yes"
50;"entrepreneur";"married";"tertiary";-168;"yes";"yes"
27;"technician";"married";"secondary";-392;"yes";"yes"
45;"admin";"married";"secondary";524;"yes";"yes"
51;"admin";"single";"secondary";895;"no";"yes"
36;"admin";"married";"secondary";212;"yes";"yes"
51;"self-employed";"married";"secondary";95;"yes";"yes"
33;"services";"single";"tertiary";395;"yes";"yes"
59;"technician";"married";"secondary";135;"yes";"yes"
38;"entrepreneur";"married";"tertiary";0;"no";"yes"
40;"services";"married";"secondary";471;"yes";"yes"
51;"blue-collar";"married";"primary";603;"yes";"yes"
41;"entrepreneur";"single";"secondary";663;"no";"yes"
38;"entrepreneur";"married";"secondary";593;"yes";"yes"
31;"management";"married";"tertiary";1224;"yes";"yes"
28;"admin";"single";"secondary";2;"yes";"yes"
41;"blue-collar";"married";"secondary";720;"no";"yes"
33;"management";"divorced";"tertiary";990;"yes";"yes"
25;"student";"single";"secondary";1747;"yes";"yes"
45;"admin";"divorced";"secondary";59;"yes";"yes"
31;"blue-collar";"married";"primary";33;"yes";"yes"
28;"services";"single";"secondary";340;"yes";"yes"
49;"technician";"divorced";"secondary";305;"no";"yes"
25;"services";"married";"secondary";0;"yes";"yes"
28;"unemployed";"single";"tertiary";497;"yes";"yes"
54;"retired";"married";"secondary";1371;"no";"yes"
28;"technician";"single";"tertiary";1628;"yes";"yes"
27;"technician";"single";"tertiary";372;"yes";"yes"
49;"blue-collar";"single";"primary";566;"yes";"yes"
53;"blue-collar";"married";"primary";343;"yes";"yes"
26;"technician";"single";"secondary";941;"no";"yes"
37;"services";"married";"secondary";775;"no";"yes"
34;"blue-collar";"single";"secondary";1759;"no";"yes"
51;"retired";"married";"primary";1495;"no";"yes"
39;"housemaid";"married";"secondary";1444;"no";"yes"
35;"technician";"single";"tertiary";470;"yes";"yes"
51;"unemployed";"married";"primary";1162;"yes";"yes"
30;"management";"single";"tertiary";2;"yes";"yes"
42;"blue-collar";"single";"primary";1628;"yes";"yes"
54;"management";"married";"secondary";1134;"yes";"yes"
51;"blue-collar";"married";"primary";0;"yes";"yes"
57;"retired";"divorced";"primary";63;"no";"yes"
30;"management";"married";"tertiary";1221;"yes";"yes"
37;"blue-collar";"single";"secondary";5024;"no";"yes"
39;"technician";"married";"secondary";10685;"yes";"yes"
35;"technician";"married";"tertiary";1629;"no";"yes"
48;"management";"married";"secondary";268;"yes";"yes"
31;"management";"married";"tertiary";0;"yes";"yes"
35;"self-employed";"married";"secondary";5613;"yes";"yes"
48;"housemaid";"married";"secondary";513;"no";"yes"
53;"housemaid";"married";"primary";362;"no";"yes"
27;"technician";"single";"secondary";3933;"no";"yes"
55;"technician";"married";"secondary";3899;"yes";"yes"
40;"services";"married";"secondary";473;"yes";"yes"
40;"self-employed";"single";"tertiary";1616;"no";"yes"
38;"blue-collar";"divorced";"secondary";1817;"yes";"yes"
54;"retired";"single";"secondary";129;"no";"yes"
54;"technician";"married";"secondary";1938;"no";"yes"
50;"admin";"single";"secondary";133;"no";"yes"
48;"management";"divorced";"tertiary";2263;"no";"yes"
51;"blue-collar";"divorced";"primary";5;"no";"yes"
42;"technician";"single";"tertiary";2625;"no";"yes"
58;"retired";"divorced";"secondary";1080;"yes";"yes"
47;"unemployed";"married";"secondary";312;"no";"yes"
58;"admin";"married";"secondary";145;"yes";"yes"
41;"blue-collar";"married";"secondary";-190;"no";"yes"
50;"admin";"married";"secondary";2678;"no";"yes"
46;"housemaid";"married";"secondary";271;"yes";"yes"
44;"blue-collar";"married";"secondary";0;"no";"yes"
36;"services";"married";"secondary";0;"no";"yes"
58;"management";"divorced";"secondary";3161;"no";"yes"
44;"unemployed";"single";"primary";-4;"no";"yes"
55;"management";"married";"tertiary";-375;"no";"yes"
52;"unemployed";"married";"primary";959;"no";"yes"
60;"retired";"divorced";"secondary";1091;"no";"yes"
36;"management";"married";"tertiary";96;"no";"yes"
41;"blue-collar";"divorced";"primary";0;"no";"yes"
50;"entrepreneur";"married";"tertiary";230;"no";"yes"
44;"housemaid";"married";"primary";-156;"no";"yes"
54;"technician";"married";"secondary";114;"no";"yes"
35;"management";"married";"tertiary";-468;"yes";"yes"
59;"retired";"divorced";"secondary";679;"no";"yes"
27;"management";"single";"tertiary";1;"yes";"yes"
59;"housemaid";"divorced";"primary";2518;"no";"yes"
43;"admin";"married";"secondary";378;"no";"yes"
39;"technician";"single";"secondary";391;"no";"yes"
33;"unemployed";"married";"secondary";-144;"no";"yes"
36;"self-employed";"single";"tertiary";1240;"no";"yes"
35;"blue-collar";"divorced";"primary";1792;"yes";"yes"
55;"technician";"married";"secondary";264;"yes";"yes"
51;"unemployed";"divorced";"tertiary";0;"no";"yes"
48;"entrepreneur";"married";"tertiary";-392;"no";"yes"
55;"housemaid";"divorced";"primary";77;"no";"yes"
30;"services";"married";"secondary";48;"yes";"yes"
53;"blue-collar";"married";"primary";252;"no";"yes"
40;"blue-collar";"married";"secondary";1954;"no";"yes"
44;"technician";"married";"primary";755;"no";"yes"
49;"management";"divorced";"tertiary";755;"no";"yes"
40;"admin";"married";"secondary";341;"no";"yes"
58;"unemployed";"married";"primary";1183;"no";"yes"
49;"services";"married";"secondary";388;"no";"yes"
38;"technician";"married";"secondary";1919;"no";"yes"
51;"housemaid";"divorced";"tertiary";1613;"no";"yes"
36;"management";"divorced";"tertiary";0;"no";"yes"
55;"retired";"married";"secondary";0;"no";"yes"
43;"technician";"married";"tertiary";0;"no";"yes"
60;"management";"divorced";"secondary";0;"no";"yes"
57;"retired";"married";"secondary";466;"no";"yes"
41;"technician";"married";"tertiary";515;"no";"yes"
50;"technician";"married";"tertiary";2313;"no";"yes"
53;"blue-collar";"married";"secondary";-8;"no";"yes"
59;"retired";"married";"primary";1634;"yes";"yes"
59;"housemaid";"married";"primary";100;"no";"yes"
58;"management";"divorced";"tertiary";1257;"no";"yes"
59;"retired";"married";"primary";3400;"yes";"yes"
49;"technician";"single";"secondary";1377;"no";"yes"
33;"management";"divorced";"tertiary";2885;"no";"yes"
55;"blue-collar";"married";"primary";512;"no";"yes"
42;"technician";"married";"tertiary";921;"no";"yes"
52;"services";"married";"secondary";1000;"no";"yes"
38;"technician";"married";"tertiary";202;"no";"yes"
55;"technician";"married";"tertiary";169;"no";"yes"
49;"technician";"married";"tertiary";3726;"no";"yes"
56;"technician";"divorced";"secondary";146;"yes";"yes"
46;"technician";"married";"secondary";940;"no";"yes"
57;"retired";"divorced";"tertiary";734;"no";"yes"
61;"retired";"married";"secondary";77;"no";"yes"
45;"admin";"married";"secondary";925;"no";"yes"
39;"management";"married";"tertiary";1836;"no";"yes"
46;"admin";"married";"secondary";660;"no";"yes"
43;"management";"single";"tertiary";1304;"no";"yes"
34;"services";"married";"secondary";2956;"no";"yes"
35;"management";"divorced";"tertiary";146;"no";"yes"
36;"management";"divorced";"tertiary";36;"no";"yes"
45;"management";"divorced";"tertiary";1;"no";"yes"
47;"technician";"married";"secondary";2480;"no";"yes"
42;"technician";"married";"tertiary";14282;"yes";"yes"
40;"management";"single";"tertiary";0;"no";"yes"
40;"technician";"divorced";"secondary";311;"no";"yes"
32;"technician";"married";"secondary";560;"no";"yes"
33;"technician";"single";"secondary";3059;"no";"yes"
32;"self-employed";"married";"tertiary";1423;"no";"yes"
46;"blue-collar";"married";"primary";874;"no";"yes"
50;"admin";"married";"secondary";706;"yes";"yes"
51;"blue-collar";"married";"primary";7098;"no";"yes"
30;"management";"single";"tertiary";5389;"no";"yes"
39;"technician";"single";"secondary";1104;"no";"yes"
47;"admin";"married";"secondary";3070;"no";"yes"
40;"technician";"divorced";"secondary";0;"no";"yes"
50;"blue-collar";"married";"primary";4108;"yes";"yes"
60;"management";"married";"tertiary";0;"no";"yes"
32;"management";"single";"tertiary";4291;"no";"yes"
57;"technician";"married";"tertiary";6822;"no";"yes"
41;"self-employed";"married";"tertiary";231;"no";"yes"
50;"technician";"married";"secondary";3176;"no";"yes"
46;"technician";"divorced";"secondary";-824;"yes";"yes"
31;"management";"married";"tertiary";676;"no";"yes"
36;"technician";"single";"secondary";651;"no";"yes"
45;"technician";"divorced";"secondary";2657;"no";"yes"
33;"technician";"divorced";"secondary";801;"no";"yes"
47;"services";"married";"secondary";405;"no";"yes"
35;"management";"married";"tertiary";82;"no";"yes"
38;"management";"married";"tertiary";179;"no";"yes"
33;"management";"married";"tertiary";1047;"no";"yes"
44;"technician";"single";"secondary";7138;"no";"yes"
31;"management";"single";"tertiary";165;"no";"yes"
31;"management";"single";"tertiary";37;"no";"yes"
49;"services";"married";"secondary";823;"no";"yes"
52;"services";"married";"primary";1625;"no";"yes"
31;"technician";"married";"tertiary";120;"no";"yes"
35;"management";"married";"tertiary";2957;"yes";"yes"
31;"management";"single";"tertiary";2;"no";"yes"
36;"technician";"divorced";"secondary";1;"no";"yes"
39;"management";"married";"tertiary";1795;"no";"yes"
46;"management";"married";"tertiary";4;"no";"yes"
48;"blue-collar";"married";"primary";476;"no";"yes"
36;"management";"married";"tertiary";9;"no";"yes"
30;"management";"married";"tertiary";131;"yes";"yes"
33;"management";"single";"tertiary";1120;"no";"yes"
57;"housemaid";"married";"primary";2785;"no";"yes"
33;"management";"single";"tertiary";0;"no";"yes"
35;"management";"married";"tertiary";43;"no";"yes"
53;"management";"married";"tertiary";0;"no";"yes"
41;"management";"married";"secondary";456;"yes";"yes"
32;"management";"single";"secondary";2018;"no";"yes"
41;"management";"married";"tertiary";0;"no";"yes"
35;"technician";"single";"secondary";354;"no";"yes"
48;"blue-collar";"married";"primary";719;"no";"yes"
34;"management";"married";"tertiary";828;"no";"yes"
47;"blue-collar";"married";"secondary";2787;"no";"yes"
46;"unemployed";"married";"secondary";2551;"no";"yes"
60;"retired";"married";"secondary";2722;"no";"yes"
39;"management";"married";"secondary";1880;"no";"yes"
57;"blue-collar";"married";"primary";2112;"no";"yes"
36;"unemployed";"divorced";"secondary";871;"no";"yes"
30;"management";"married";"secondary";850;"no";"yes"
33;"technician";"married";"secondary";3243;"no";"yes"
30;"management";"married";"tertiary";1567;"yes";"yes"
36;"technician";"single";"secondary";12;"no";"yes"
49;"blue-collar";"married";"primary";128;"no";"yes"
49;"blue-collar";"married";"secondary";553;"no";"yes"
40;"unemployed";"divorced";"secondary";1694;"no";"yes"
49;"blue-collar";"married";"primary";408;"no";"yes"
38;"management";"married";"tertiary";1223;"no";"yes"
31;"management";"single";"tertiary";1858;"no";"yes"
34;"management";"married";"tertiary";520;"yes";"yes"
39;"management";"married";"tertiary";271;"yes";"yes"
40;"management";"married";"secondary";4396;"no";"yes"
47;"technician";"married";"secondary";568;"yes";"yes"
37;"technician";"single";"secondary";3665;"no";"yes"
44;"technician";"single";"secondary";244;"yes";"yes"
55;"management";"married";"tertiary";568;"no";"yes"
40;"technician";"married";"secondary";42;"no";"yes"
54;"retired";"married";"primary";309;"no";"yes"
35;"technician";"married";"secondary";-180;"no";"yes"
32;"technician";"single";"tertiary";34646;"no";"yes"
36;"management";"divorced";"tertiary";59;"no";"yes"
37;"management";"married";"tertiary";4436;"no";"yes"
37;"technician";"single";"secondary";-242;"yes";"yes"
50;"self-employed";"married";"secondary";10052;"no";"yes"
58;"retired";"married";"tertiary";0;"no";"yes"
52;"technician";"divorced";"secondary";152;"no";"yes"
31;"management";"married";"tertiary";156;"no";"yes"
40;"management";"married";"tertiary";66;"no";"yes"
34;"management";"single";"tertiary";9827;"yes";"yes"
53;"services";"married";"secondary";6170;"no";"yes"
43;"management";"married";"tertiary";2383;"no";"yes"
30;"technician";"single";"tertiary";635;"no";"yes"
34;"technician";"single";"secondary";16;"no";"yes"
48;"admin";"divorced";"secondary";362;"no";"yes"
33;"management";"married";"tertiary";191;"no";"yes"
37;"management";"single";"tertiary";455;"yes";"yes"
57;"technician";"divorced";"secondary";3043;"no";"yes"
55;"retired";"married";"primary";3334;"no";"yes"
34;"technician";"married";"tertiary";8029;"yes";"yes"
44;"entrepreneur";"married";"tertiary";624;"no";"yes"
35;"management";"single";"tertiary";331;"no";"yes"
34;"housemaid";"married";"primary";2929;"no";"yes"
49;"services";"married";"secondary";1314;"no";"yes"
30;"technician";"married";"secondary";289;"yes";"yes"
32;"management";"single";"tertiary";20;"no";"yes"
56;"blue-collar";"married";"primary";8163;"no";"yes"
50;"management";"single";"tertiary";1200;"no";"yes"
32;"technician";"single";"secondary";1732;"yes";"yes"
45;"technician";"single";"tertiary";0;"no";"yes"
52;"management";"married";"tertiary";576;"no";"yes"
60;"blue-collar";"married";"primary";493;"no";"yes"
47;"management";"married";"tertiary";682;"no";"yes"
32;"technician";"single";"secondary";0;"no";"yes"
55;"blue-collar";"married";"primary";3485;"no";"yes"
36;"management";"single";"tertiary";2944;"no";"yes"
46;"technician";"married";"secondary";1353;"no";"yes"
55;"management";"divorced";"tertiary";0;"no";"yes"
30;"management";"single";"tertiary";1541;"no";"yes"
54;"blue-collar";"married";"secondary";548;"no";"yes"
31;"management";"divorced";"tertiary";254;"no";"yes"
46;"technician";"single";"tertiary";4414;"no";"yes"
61;"management";"married";"secondary";985;"no";"yes"
58;"retired";"married";"primary";1241;"no";"yes"
38;"technician";"single";"secondary";3278;"no";"yes"
49;"technician";"married";"secondary";412;"no";"yes"
43;"management";"single";"tertiary";483;"no";"yes"
52;"management";"married";"tertiary";7135;"no";"yes"
33;"self-employed";"single";"tertiary";61;"no";"yes"
33;"management";"married";"tertiary";1412;"yes";"yes"
53;"management";"married";"tertiary";15;"no";"yes"
40;"admin";"single";"tertiary";27;"no";"yes"
44;"self-employed";"married";"tertiary";1196;"no";"yes"
42;"technician";"divorced";"secondary";19;"no";"yes"
33;"management";"single";"tertiary";432;"no";"yes"
53;"technician";"married";"tertiary";988;"no";"yes"
60;"admin";"married";"tertiary";1614;"no";"yes"
33;"technician";"single";"secondary";163;"yes";"yes"
37;"technician";"married";"tertiary";247;"no";"yes"
45;"admin";"married";"secondary";236;"no";"yes"
34;"technician";"single";"secondary";666;"no";"yes"
56;"technician";"married";"tertiary";73;"no";"yes"
57;"technician";"divorced";"tertiary";96;"no";"yes"
32;"management";"single";"tertiary";46;"no";"yes"
50;"services";"married";"secondary";1501;"no";"yes"
30;"services";"single";"tertiary";-477;"no";"yes"
56;"admin";"married";"secondary";1694;"no";"yes"
55;"blue-collar";"married";"secondary";196;"no";"yes"
34;"self-employed";"single";"tertiary";462;"no";"yes"
52;"management";"married";"tertiary";1227;"no";"yes"
32;"management";"single";"tertiary";522;"no";"yes"
31;"self-employed";"married";"tertiary";94;"no";"yes"
44;"technician";"married";"secondary";267;"no";"yes"
33;"management";"married";"tertiary";4570;"no";"yes"
53;"blue-collar";"married";"secondary";25;"no";"yes"
46;"management";"single";"tertiary";0;"no";"yes"
46;"entrepreneur";"married";"tertiary";1920;"no";"yes"
59;"admin";"married";"secondary";1575;"yes";"yes"
51;"unemployed";"married";"secondary";234;"no";"yes"
57;"retired";"married";"primary";3518;"yes";"yes"
43;"technician";"married";"secondary";136;"no";"yes"
48;"management";"single";"tertiary";830;"no";"yes"
33;"housemaid";"married";"primary";2054;"no";"yes"
59;"blue-collar";"married";"primary";-546;"no";"yes"
58;"blue-collar";"married";"primary";5188;"yes";"yes"
32;"management";"single";"tertiary";1882;"no";"yes"
44;"management";"married";"tertiary";792;"no";"yes"
34;"technician";"married";"secondary";1035;"no";"yes"
51;"retired";"married";"tertiary";746;"no";"yes"
46;"admin";"married";"secondary";22;"no";"yes"
41;"technician";"married";"tertiary";231;"no";"yes"
34;"self-employed";"single";"secondary";296;"no";"yes"
31;"technician";"divorced";"tertiary";0;"no";"yes"
37;"management";"married";"tertiary";40;"no";"yes"
59;"retired";"married";"secondary";2396;"no";"yes"
33;"management";"single";"tertiary";7084;"no";"yes"
30;"technician";"married";"tertiary";569;"no";"yes"
36;"management";"married";"tertiary";0;"no";"yes"
44;"management";"married";"tertiary";1138;"no";"yes"
36;"technician";"divorced";"secondary";54;"yes";"yes"
33;"management";"single";"tertiary";2637;"no";"yes"
36;"technician";"married";"secondary";2473;"no";"yes"
53;"blue-collar";"married";"primary";5603;"no";"yes"
47;"admin";"divorced";"secondary";225;"no";"yes"
39;"management";"married";"tertiary";-17;"yes";"yes"
35;"technician";"single";"secondary";3490;"yes";"yes"
32;"management";"single";"tertiary";769;"no";"yes"
46;"technician";"divorced";"secondary";-90;"no";"yes"
30;"self-employed";"married";"tertiary";1785;"no";"yes"
36;"self-employed";"single";"tertiary";-103;"yes";"yes"
47;"admin";"divorced";"secondary";555;"yes";"yes"
